Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fileinput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:37(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
       14    0.000    0.000    0.000    0.000 core.py:6666(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 animation.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:797(<listcomp>)
        4    0.000    0.000    0.014    0.004 __init__.py:132(__getattr__)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4416(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _isocbind.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
        3    0.000    0.000    0.000    0.000 missing.py:184(_isna)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       20    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 embed.py:119(InteractiveShellEmbed)
        1    0.000    0.000    0.000    0.000 composer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 cli.py:1(<module>)
        1    0.000    0.000    0.002    0.002 terminal256.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _complex.py:1(<module>)
        6    0.000    0.000    0.000    0.000 blocks.py:294(make_block_same_class)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
       20    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 tasks.py:75(Task)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
       38    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       64    0.000    0.000    0.000    0.000 traitlets.py:1245(_init_call)
        2    0.000    0.000    0.001    0.001 core.py:6784(srange)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:20(NodeOrLeaf)
        1    0.000    0.000    0.000    0.000 prefix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compilerop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 base_parser.py:101(ParserBase)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1236(_get_parent_path)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.001    0.001 sgr_state.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hyperlink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 magic.py:309(MagicsManager)
        1    0.000    0.000    0.000    0.000 display_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
       39    0.000    0.000    0.000    0.000 base.py:84(<genexpr>)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
       30    0.000    0.000    0.000    0.000 core.py:4904(<genexpr>)
       18    0.000    0.000    0.000    0.000 take.py:325(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 interpreter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        6    0.000    0.000    0.000    0.000 patches.py:2346(<listcomp>)
       12    0.000    0.000    0.000    0.000 base.py:7789(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 apply.py:770(FrameApply)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
       39    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3523(ndim)
        8    0.000    0.000    0.000    0.000 core.py:655(_setResultsName)
        1    0.000    0.000    0.000    0.000 project.py:59(Project)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
       17    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 cookies.py:245(Morsel)
        1    0.000    0.000    0.000    0.000 coloransi.py:51(make_color_table)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:945(PeriodDtype)
       24    0.000    0.000    0.000    0.000 argparse.py:244(end_section)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        3    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
      172    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 token.py:18(PythonTokenTypes)
       40    0.000    0.000    0.000    0.000 typing_extensions.py:853(__hash__)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 auxfuncs.py:975(<dictcomp>)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        5    0.000    0.000    0.000    0.000 version.py:592(__lt__)
        1    0.000    0.000    0.000    0.000 __init__.py:170(<listcomp>)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
       12    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _codata.py:478(exact2006)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
        1    0.000    0.000    0.000    0.000 string_.py:572(StringArray)
        1    0.000    0.000    0.000    0.000 cast.py:1780(np_can_hold_element)
       10    0.000    0.000    0.001    0.000 extras.py:250(__init__)
        1    0.000    0.000    0.000    0.000 rviz_visualizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
       18    0.000    0.000    0.000    0.000 base.py:478(register_extension_dtype)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 fractions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
       29    0.000    0.000    0.000    0.000 cache.py:59(inference_state_method_cache)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
       22    0.000    0.000    0.000    0.000 traitlets.py:1288(__init__)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:44(make_invalid_op)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
        1    0.000    0.000    0.000    0.000 py3compat.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 storemagic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:64(BaseExceptionGroup)
        1    0.000    0.000    0.000    0.000 _process_posix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:12(Formatter)
        1    0.000    0.000    0.000    0.000 poll.py:18(Poller)
       15    0.000    0.000    0.000    0.000 auxfuncs.py:782(gentitle)
        1    0.000    0.000    0.006    0.006 axis3d.py:1(<module>)
       10    0.000    0.000    0.000    0.000 core.py:5228(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(ParseBaseException)
       32    0.000    0.000    0.000    0.000 range.py:999(__len__)
        3    0.000    0.000    0.000    0.000 _decorators.py:492(indent)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 ast_mod.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       55    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pylab.py:1(<module>)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:137(__init__)
       49    0.000    0.000    0.000    0.000 named_commands.py:38(register)
        1    0.000    0.000    0.000    0.000 traitlets.py:1326(HasTraits)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1595(Ellipse)
       13    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:4447(_maybe_preserve_names)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
       37    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 websocket.py:641(WebSocketProtocol)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        9    0.000    0.000    0.000    0.000 helpers.py:468(validate_line_column)
        1    0.000    0.000    0.000    0.000 grammar.py:26(Grammar)
       55    0.000    0.000    0.000    0.000 control_codes.py:10(<genexpr>)
        1    0.000    0.000    0.000    0.000 _isotonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1008(TimerBase)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 readers.py:2133(_refine_defaults_read)
        3    0.000    0.000    0.000    0.000 generic.py:810(_set_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:726(_LocationIndexer)
        6    0.000    0.000    0.001    0.000 base.py:6174(get_indexer_for)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       21    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 packaging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filesystem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 shortcuts.py:1(<module>)
        2    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1129(read_text)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 vt100.py:392(Vt100_Output)
        4    0.000    0.000    0.000    0.000 core.py:5954(_generateDefaultName)
       57    0.000    0.000    0.000    0.000 __init__.py:280(<genexpr>)
        2    0.000    0.000    0.000    0.000 argparse.py:342(get_lines)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
        2    0.000    0.000    0.000    0.000 locks.py:158(Event)
       13    0.000    0.000    0.000    0.000 html.py:42(get_current_style)
        1    0.000    0.000    0.000    0.000 jsonapi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configurable.py:517(SingletonConfigurable)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1599(HermiteE)
       10    0.000    0.000    0.000    0.000 _util.py:444(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:396(silent_list)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 screen.py:20(Char)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 __init__.py:330(EntryPoints)
       24    0.000    0.000    0.000    0.000 dviread.py:185(<listcomp>)
